id,name,image,image_path
43871,Zulfiqar Babar,/db/PICTURES/CMS/163400/163403.1.jpg,43871
233901,Shan Masood,/db/PICTURES/CMS/302800/302826.jpg,233901
547092,Ehsan Adil,/db/PICTURES/CMS/203100/203131.1.jpg,547092
429981,Mohammad Irfan,/db/PICTURES/CMS/312100/312182.png,429981
323244,Rahat Ali,/db/PICTURES/CMS/146000/146092.1.jpg,323244
42321,Nasir Jamshed,/db/PICTURES/CMS/302800/302822.jpg,42321
41557,Mohammad Ayub,/db/PICTURES/CMS/146000/146020.1.jpg,41557
259551,Junaid Khan,/db/PICTURES/CMS/302800/302819.jpg,259551
39821,Aizaz Cheema,/db/PICTURES/CMS/192500/192553.1.jpg,39821
41481,Mohammad Salman,/db/PICTURES/CMS/132100/132162.1.jpg,41481
43307,Tanvir Ahmed,/db/PICTURES/CMS/132100/132166.1.jpg,43307
316397,Asad Shafiq,/db/PICTURES/CMS/302700/302766.jpg,316397
39038,Adnan Akmal,/db/PICTURES/CMS/146000/146094.1.jpg,39038
43590,Wahab Riaz,/db/PICTURES/CMS/302800/302829.jpg,43590
43860,Zulqarnain Haider,/db/PICTURES/CMS/302800/302831.jpg,43860
288211,Umar Amin,/db/PICTURES/CMS/203100/203119.1.jpg,288211
39037,Azhar Ali,/db/PICTURES/CMS/302700/302767.jpg,39037
227760,Sarfaraz Ahmed,/db/PICTURES/CMS/302800/302886.jpg,227760
317273,Umar Akmal,/db/PICTURES/CMS/302800/302828.jpg,317273
40250,Fawad Alam,/db/PICTURES/CMS/302700/302772.jpg,40250
42699,Saeed Ajmal,/db/PICTURES/CMS/302800/302823.jpg,42699
290948,Mohammad Amir,/db/PICTURES/CMS/302800/302820.jpg,290948
39084,Abdur Rauf,/db/PICTURES/CMS/132900/132966.1.jpg,39084
227771,Mohammad Talha,/db/PICTURES/CMS/181600/181647.jpg,227771
317252,Sohail Khan,/db/PICTURES/CMS/205200/205275.1.jpg,317252
41140,Khurram Manzoor,/db/PICTURES/CMS/105700/105726.jpg,41140
43654,Yasir Arafat,/db/PICTURES/CMS/203000/203091.1.jpg,43654
43265,Sohail Tanvir,/db/PICTURES/CMS/203100/203111.1.jpg,43265
39091,Abdur Rehman,/db/PICTURES/CMS/203000/203095.1.jpg,39091
40591,Iftikhar Anjum,/db/PICTURES/CMS/302800/302838.jpg,40591
39956,Bazid Khan,/db/PICTURES/DB/022000/009911.player.jpg,39956
41411,Mohammad Asif,/db/PICTURES/CMS/302800/302840.jpg,41411
41452,Mohammad Khalil,/db/PICTURES/DB/122004/056807.player.jpg,41452
42590,Riaz Afridi,false,default
42272,Naved-ul-Hasan,/db/PICTURES/CMS/131600/131615.1.jpg,42272
39041,Asim Kamal,/db/PICTURES/DB/122004/056814.player.jpg,39041
43670,Yasir Ali,false,default
42683,Salman Butt,/db/PICTURES/CMS/302800/302844.jpg,42683
40097,Farhan Adil,,40097
43656,Yasir Hameed,/db/PICTURES/CMS/302800/302849.jpg,43656
43524,Umar Gul,/db/PICTURES/CMS/302800/302846.jpg,43524
42632,Shabbir Ahmed,/db/PICTURES/CMS/20600/20662.1.jpg,42632
41434,Mohammad Hafeez,/db/PICTURES/CMS/302800/302841.jpg,41434
41028,Kamran Akmal,/db/PICTURES/CMS/302800/302872.jpg,41028
42066,Naved Latif,/db/PICTURES/DB/042002/035583.player.jpg,42066
43363,Taufeeq Umar,/db/PICTURES/CMS/132100/132164.1.jpg,43363
42657,Shoaib Malik,/db/PICTURES/CMS/302800/302845.jpg,42657
40383,Humayun Farhat,/db/PICTURES/CMS/118000/118036.1.jpg,40383
41324,Mohammad Sami,/db/PICTURES/CMS/302800/302842.jpg,41324
41378,Misbah-ul-Haq,/db/PICTURES/CMS/302800/302839.jpg,41378
40582,Imran Farhat,/db/PICTURES/CMS/203000/203089.1.jpg,40582
40088,Faisal Iqbal,/db/PICTURES/CMS/203000/203081.1.jpg,40088
40043,Danish Kaneria,/db/PICTURES/DB/122004/056815.player.jpg,40043
42383,Qaiser Abbas,/db/PICTURES/DB/052003/044216.player.jpg,42383
40577,Irfan Fazil,/db/PICTURES/CMS/150800/150865.1.jpg,40577
39019,Atiq-uz-Zaman,/db/PICTURES/CMS/93800/93839.jpg,39019
43652,Younis Khan,/db/PICTURES/CMS/302800/302850.jpg,43652
39836,Abdul Razzaq,/db/PICTURES/CMS/203000/203079.1.jpg,39836
40563,Imran Nazir,/db/PICTURES/CMS/203000/203083.1.jpg,40563
43539,Wajahatullah Wasti,/db/PICTURES/CMS/302800/302848.jpg,43539
42064,Naved Ashraf,/db/PICTURES/DB/031999/004331.jpg,42064
42650,Shakeel Ahmed snr,/db/PICTURES/CMS/149700/149714.1.jpg,42650
42639,Shahid Afridi,/db/PICTURES/CMS/203000/203077.1.jpg,42639
43650,Mohammad Yousuf,/db/PICTURES/CMS/302800/302843.jpg,43650
40094,Fazl-e-Akbar,/db/PICTURES/DB/042002/035686.player.jpg,40094
42655,Shoaib Akhtar,/db/PICTURES/CMS/303200/303262.jpg,42655
39005,Arshad Khan,/db/PICTURES/CMS/325600/325609.3.jpg,39005
38993,Ali Hussain Rizvi,false,default
41295,Mohammad Ramzan,false,default
39024,Azhar Mahmood,/db/PICTURES/CMS/302700/302738.jpg,39024
38994,Ali Naqvi,/db/PICTURES/CMS/150900/150901.1.jpg,38994
41299,Mohammad Zahid,/db/PICTURES/CMS/302700/302742.jpg,41299
43701,Zahoor Elahi,false,default
41297,Mohammad Wasim,/db/PICTURES/DB/101999/007606.player.jpg,41297
41285,Mohammad Hussain,false,default
40378,Hasan Raza,/db/PICTURES/CMS/302700/302739.jpg,40378
42646,Shahid Nazir,/db/PICTURES/CMS/302700/302748.jpg,42646
39020,Azam Khan,false,default
42634,Shadab Kabir,/db/PICTURES/CMS/302700/302747.jpg,42634
42620,Saleem Elahi,/db/PICTURES/CMS/50000/50094.player.jpg,42620
41282,Mohammad Akram,/db/PICTURES/CMS/302700/302741.jpg,41282
42628,Saqlain Mushtaq,/db/PICTURES/CMS/302700/302746.jpg,42628
40553,Ijaz Ahmed jnr,/db/PICTURES/DB/122002/040635.player.jpg,40553
