match,players
63874,"48472,48449,49289,48122,50804,49863,49636,49361,50848,49209,48124"
63846,"49178,49289,48122,51050,50804,49636,49361,49209,48124,48462,50244"
63847,"49178,49289,48122,51050,50804,49636,49361,49209,48124,48462,50244"
63886,"49178,49289,48122,50804,49863,49636,49361,49209,48124,48462,50244"
63833,"48369,49010,49289,48122,48460,50804,49361,50848,48124,50744,48462"
63845,"48369,49289,48122,51050,50804,49636,49361,49209,48124,48462,50244"
63832,"49010,48298,49289,48122,48460,49356,49361,50848,49125,48124,50744"
63831,"50791,49870,49289,48122,50804,49361,49125,48124,50744,48462,50244"
63809,"49854,49289,48469,49636,49361,50848,49209,48124,50744,48462,50244"
63801,"48298,48284,49289,49356,49636,49361,50848,49209,48124,48462,50244"
63802,"48298,49289,48469,49636,49361,50848,49209,48124,50744,48462,50244"
63803,"48298,49289,48469,49636,49361,50848,49209,48124,50744,48462,50244"
63775,"48465,48460,50804,48469,49636,49209,48124,50744,49626,48462,50244"
63776,"48465,50429,50804,49863,49636,49209,48124,50744,49626,48462,50244"
63777,"48465,50804,49863,48469,50848,49209,48124,50744,49626,48462,50244"
63762,"49289,50429,50804,49863,49636,49361,49209,48124,49626,48462,50244"
63763,"49289,48460,50804,49863,49636,49361,49209,48124,49626,48462,50244"
63872,"49289,48122,51050,50804,49636,49361,50848,49209,48124,48462,50244"
63752,"48122,51050,50804,48469,49636,49361,49209,48124,50744,48462,50244"
63753,"48122,48460,50429,50804,49356,49361,49209,48124,50744,48462,50244"
63760,"48122,48460,49863,48469,49636,49361,49209,50744,49626,48462,50244"
63751,"48460,51050,50804,48469,49636,49361,49209,50744,49626,48462,50244"
63761,"48460,50247,49863,48469,49636,49361,49209,48124,49626,48462,50244"
63750,"51050,50804,49636,49361,50848,49209,48124,50744,49626,48462,50244"
63800,"51050,49863,49636,49361,50848,49209,48124,50744,49626,48462,50244"
63707,"50429,50804,49636,49361,50848,49125,50744,49626,49005,48462,50244"
63719,"50429,50804,48469,49636,49361,49209,50744,49626,49005,48462,50244"
63720,"50429,50804,49863,49636,49361,49209,50744,49626,49005,48462,50244"
63781,"50429,50804,49863,49636,49361,49209,48124,50744,49626,48462,50244"
63678,"48473,50804,50247,49863,50422,49636,50848,50744,49005,48462,50244"
63679,"48473,50804,50247,49863,50422,49636,50848,50744,49005,48462,50244"
63690,"48473,50804,50247,49863,49636,50848,49125,50744,49626,49005,50244"
63691,"48473,50804,48469,49636,50848,49125,50744,49626,49005,48462,50244"
63692,"48473,50804,48469,49636,50848,49125,50744,49626,49005,48462,50244"
63653,"50804,50247,49863,50422,48469,48445,49356,50744,49626,48462,50244"
63657,"50804,50247,49863,48445,49636,50848,50744,49626,49005,48462,50244"
63658,"50804,50247,48469,48445,49636,50848,50744,49626,49005,48462,50244"
63659,"50804,50247,49863,48469,49356,49209,50744,49626,49005,48462,50244"
63706,"50804,48469,49636,49361,50848,49125,50744,49626,49005,48462,50244"
63708,"50804,50247,49863,48469,49361,50848,49209,49125,50744,49005,48462"
63782,"50804,49863,49636,49361,49209,48124,50744,49626,48120,48462,50244"
63799,"50804,49863,49636,49361,50848,49209,48124,50744,49626,48462,50244"
63627,"50422,48445,49356,49636,50848,49209,50744,49626,48120,48462,50244"
63631,"50422,48445,49356,49636,49554,50848,50744,49626,48120,48462,50244"
63632,"50422,48445,49356,49636,50848,49209,50744,49626,48120,48462,50244"
63633,"50422,48445,49356,49636,50848,48124,50744,49626,48120,48462,50244"
63619,"48469,48445,49636,50848,49209,49125,50744,50240,49626,48462,50244"
63620,"48469,48445,49636,49554,49209,49125,50744,50240,49626,48462,50244"
63652,"48469,48445,49636,50848,49209,50744,49626,50836,49005,48462,50244"
63618,"50856,48445,49356,49636,50848,49125,50744,49626,49005,48462,50244"
63616,"49356,48450,49554,50848,49125,50744,49626,50836,49005,48462,50244"
63605,"48450,49636,49209,49125,50744,50240,49626,50836,49005,48462,50244"
63615,"48450,49636,49554,49125,50744,50240,49626,50836,49005,48462,50244"
63581,"49636,49554,49361,49209,49125,50240,49626,48120,49005,48462,50244"
63582,"49636,49554,49209,49125,50744,50240,49626,48120,49005,48462,50244"
63596,"49636,49554,49125,50744,50851,49626,48120,50836,49005,48462,50244"
63617,"49636,49361,50848,49209,49125,50744,49626,50836,49005,48462,50244"
63595,"49554,49125,50744,50851,50240,49626,48120,50836,49005,48462,50244"
63580,"49361,50848,49125,48124,49624,50240,49626,48120,49005,48462,50244"
63568,"50848,49209,49125,50744,50421,50240,48120,49005,48462,50249,50244"
63569,"50848,49209,49125,50744,50240,49626,48120,49005,48462,50249,50244"
63570,"50848,50852,49209,49125,50744,49626,48120,49005,48462,50249,50244"
63562,"50852,49209,49125,50744,50240,49368,49626,48120,49005,48462,50249"
63550,"49209,49125,50426,50744,50240,49552,49005,48456,48462,50249,50244"
63551,"49209,49125,50426,50744,50240,49552,49005,48456,48462,50249,50244"
63549,"50426,50744,50240,49552,49626,50836,49005,48456,48462,50249,50244"
63548,"48124,50744,50421,49624,49552,49626,50836,49005,48462,50249,50244"
63519,"50744,50245,50240,49552,49626,49005,48456,48462,50249,50250,50244"
63518,"50851,50245,50421,50240,49552,49626,49005,48456,48462,50250,50244"
63489,"50421,49624,50240,49368,49552,48462,50432,50250,50244,49629,49623"
63480,"50240,49368,49552,48117,49626,48462,49359,48446,50250,50244,49623"
63460,"49368,49626,49366,48120,49005,50249,50250,50244,49629,49623,48470"
63449,"49552,49005,48456,48462,48446,50250,50844,50244,49629,48470,48447"
63431,"48117,49626,48120,49005,48462,48446,50250,50844,50244,49629,48447"
63430,"49626,49366,48120,49005,48462,48446,50250,50844,50244,49629,48447"
63451,"48120,49005,48456,48462,50249,48446,50250,50844,50244,49629,48470"
63429,"50836,48456,48462,50432,50249,50250,50844,50244,49629,48470,48447"
63414,"49005,48462,50249,50855,50250,50844,50244,49629,49623,48470,48447"
63450,"49005,49214,48456,48462,50249,48446,50250,50844,50244,49629,48470"
63411,"49214,48116,48462,50432,50249,50844,50244,49629,49623,48470,48447"
63410,"50838,48116,48462,50432,50249,50844,50244,49629,49623,48470,48447"
63409,"48456,48116,48462,50432,50249,50844,50244,49629,49623,48470,48447"
63380,"48462,50432,49213,50250,50844,50244,49629,49623,48470,48454,48447"
63412,"48462,50432,50249,50855,50250,50844,50244,49629,49623,48470,48447"
63413,"48462,50432,50249,50855,50250,50844,50244,49629,49623,48470,48447"
63372,"49359,48118,50249,49213,48803,48446,50844,50244,49629,49623,48454"
63373,"49359,49213,48803,48446,50250,50844,50244,49629,49623,48470,48454"
63374,"49359,48118,49213,48446,50250,50844,50244,49629,49623,48470,48454"
63342,"49003,50249,48803,48446,50844,50244,49629,49623,48470,48454,48447"
63341,"50432,50879,50249,49213,49212,48996,48803,50250,50844,49623,48454"
63340,"50879,50249,49213,49212,48996,48803,48446,50250,50844,49623,48454"
63313,"50855,49206,50250,50844,50835,49629,49623,49097,48470,48454,48447"
63312,"50241,50844,50244,49629,49623,49487,49097,48470,48458,48454,48447"
63320,"50241,50250,50835,50244,49629,49623,49097,48470,48458,48454,48447"
63311,"50250,50844,50835,50244,49629,49623,49097,48470,48458,48454,48447"
63307,"50844,50835,50244,49629,49623,49487,49097,48470,48458,48454,48447"
