match,players
63661,"31036,30009,27622,34105,30176,33044,35320,30934,26329,32323,34028"
63694,"31036,30009,27622,29632,34105,30176,33044,35320,30934,26329,32323"
63695,"31036,30009,27622,29632,34105,30176,33044,35320,26329,32323,34028"
63604,"36069,30009,27622,26238,30176,35320,26329,32323,34028,30923,30028"
63598,"30009,27622,26238,30176,33044,35320,31038,26329,32323,34028,30028"
63599,"30009,27622,26238,30176,33044,35320,31038,26329,32323,34028,30028"
63600,"30009,27622,26238,30176,33044,35320,31038,26329,32323,34028,30028"
63615,"30009,27622,26238,34105,30176,35320,31038,26329,32323,34028,30028"
63616,"30009,27622,26238,34105,30176,35320,31038,26329,32323,34028,30028"
63617,"30009,27622,26238,30176,33044,35320,31038,26329,32323,34028,30028"
63586,"29632,26238,34105,30176,35320,30934,31038,26329,32323,33975,30028"
63587,"29632,26238,34105,30176,35320,30934,31038,26329,32323,33975,30028"
63589,"29632,26238,34105,30176,33044,35320,30934,31038,26329,32323,30028"
63588,"26238,30176,33044,35320,33058,30934,31038,26329,32323,33975,30028"
63565,"26853,34105,35320,30934,32179,26329,32323,34028,33975,30028,35654"
63563,"34105,33044,35320,30934,31038,26329,32323,34103,33975,30028,35654"
63564,"34105,33044,35320,30934,31038,26329,32323,34103,33975,30028,35654"
63566,"34105,33044,35320,30934,32179,26329,32323,34028,34103,30028,35654"
63567,"34105,33044,35320,30934,31038,26329,32323,34028,34103,30028,35654"
63583,"34105,30176,33044,35320,33058,30934,31038,26329,32323,33975,30028"
63535,"30176,35320,29299,30934,31038,26329,32323,34028,33975,30028,35654"
63525,"28884,35939,35320,33058,29299,30934,31038,26329,32323,30028,35654"
63523,"35939,33044,35320,33058,29299,30934,31038,26329,32323,34028,30028"
63524,"35939,33044,35320,33058,29299,30934,31038,26329,32323,30028,35654"
63536,"35939,35320,29299,30934,31038,26329,32323,34028,33975,30028,35654"
63548,"33044,35320,29299,30934,31038,33952,26329,32323,33975,30028,35654"
63514,"33151,35320,30934,31038,26329,32323,34028,30923,34103,33975,30028"
63516,"33151,35320,30934,31038,26329,32323,34028,30923,34103,33975,30028"
63513,"35320,26257,30934,26290,31038,26329,32323,34028,34103,33975,30028"
63515,"35320,30934,26290,31038,26329,32323,34028,30923,34103,33975,30028"
63534,"35320,33963,29299,30934,31038,26329,32323,34028,33975,30028,35654"
63506,"35657,30934,26290,31038,26329,33949,34028,26295,33975,30028,35654"
63495,"33963,29299,26290,31038,26329,34028,26295,34103,33975,30028,35654"
63494,"32249,29299,26290,31038,26329,34028,26295,34103,33975,30028,35654"
63469,"33943,33058,29299,26290,31038,26329,26295,34103,33975,30028,26225"
63493,"33058,29299,26290,31038,26329,34028,26295,34103,33975,30028,35654"
63505,"33058,29299,30934,26290,31038,33949,34028,26295,33975,30028,35654"
63503,"29299,30934,26290,31038,26329,33949,34028,26295,33975,30028,35654"
63504,"29299,30934,26290,31038,26329,33949,34028,26295,33975,30028,35654"
63466,"30934,26290,30745,31038,33949,30923,26295,34103,33975,30028,35654"
63467,"26290,31038,26329,33949,30923,26295,34103,33975,30028,35654,26225"
63468,"26290,31038,26329,33949,30923,26295,34103,33975,30028,35654,26225"
63449,"30745,26293,31038,26329,33949,30923,34103,33975,30028,35654,28794"
63450,"30745,31038,33949,30923,34103,33975,36064,30028,35654,28794,26225"
63451,"30745,26293,31038,30923,34103,33975,36064,30028,35654,28794,26225"
63440,"30151,31038,26329,30923,34103,33975,36064,30028,35654,28794,26225"
63452,"30151,31038,26329,30923,34103,33975,36064,30028,35654,28794,26225"
63453,"30151,31038,26329,30923,26295,34103,33975,26948,30028,35654,26225"
63433,"32179,31038,26329,30923,34103,33975,26948,30028,35654,30873,28794"
63438,"32179,31038,26329,33949,30923,34103,33975,36064,30028,28794,26225"
63439,"32179,26329,33949,30923,34103,33975,36064,30028,35654,28794,26225"
63432,"31038,26329,33949,30923,34103,33975,26948,30028,35654,28794,26225"
63434,"31038,26329,33949,30923,34103,33975,26948,30028,35654,28794,26225"
63454,"31038,33952,26329,34103,33975,26948,36064,30028,35654,28794,26225"
63455,"31038,33952,26329,30923,34103,33975,36064,30028,35654,28794,26225"
63456,"31038,26329,30923,34103,33975,26948,36064,30028,35654,28794,26225"
63409,"35713,33034,33952,26329,33949,30923,34103,33975,30028,35654,28794"
63410,"35713,33034,26329,33949,34074,34103,33975,30028,35654,28794,26225"
63411,"35713,26329,33949,30923,34103,33975,26948,30028,35654,28794,26225"
63395,"33952,26329,34074,30912,34103,33975,30028,35654,30116,28794,26225"
63393,"26329,32323,33949,34074,33975,36064,35654,30116,28754,28794,26225"
63394,"26329,33949,34074,34103,33975,36064,30028,35654,30116,28794,26225"
63418,"26329,33949,34103,33975,26948,36064,30028,35654,30116,28794,26225"
63419,"26329,34074,34103,33975,26948,36064,30028,35654,30116,28794,26225"
63420,"26329,33949,34074,34103,33975,36064,30028,35654,30116,28794,26225"
63392,"32323,34074,33975,32283,36064,30028,35654,30116,28754,28794,26225"
63381,"33949,30923,33975,32283,26948,30028,35654,30116,28754,28794,26225"
63382,"33949,33975,32283,36064,30028,35654,30116,28754,30873,28794,26225"
63391,"33949,34074,33975,32283,36064,30028,35654,30116,28754,28794,26225"
63352,"34028,33816,30923,33975,26325,32283,26948,30028,30116,28754,28794"
63355,"34028,30923,30912,33975,26948,36064,30028,35654,30116,28754,28794"
63349,"26928,33975,26325,32283,36075,30028,35654,30116,28754,30873,28794"
63350,"26928,33975,32283,26948,30028,35654,30116,28754,30873,28794,26225"
63339,"34074,33975,36075,30028,35654,30116,28754,30873,28794,26225,35656"
63333,"33891,33816,30923,34103,36075,30028,35654,30116,28794,26225,35712"
63334,"33891,33816,30923,33975,36075,30028,35654,30116,28794,26225,35712"
63332,"33816,30923,34103,32283,28107,30028,35654,30116,28794,26225,35712"
63335,"33816,30923,33975,36075,30028,35654,30116,28754,28794,26225,35656"
63336,"33816,30923,33975,36075,30028,35654,30116,28754,28794,26225,35656"
63337,"33816,30923,33975,36075,30028,35654,30116,28754,28794,26225,35656"
63338,"33816,33975,36075,30028,35654,30116,28754,30873,28794,26225,35656"
63330,"30923,26295,32283,28107,30028,35654,30116,30873,28794,26225,35712"
63331,"30923,26295,32283,28107,30028,35654,30116,30873,28794,26225,35712"
63353,"30923,30912,33975,26948,36064,30028,35654,30116,28754,30873,28794"
63354,"30923,30912,33975,26948,36064,30028,35654,30116,28754,28794,26225"
63320,"34020,26295,32283,28107,36075,30028,35654,30116,30873,28794,35712"
63329,"26295,33975,32283,28107,30028,35654,30116,30873,28794,26225,35712"
63315,"31808,33975,32283,28107,36075,30028,35654,30116,30873,28794,35712"
63316,"31808,33975,32283,28107,36075,30028,35654,30116,30873,28794,35712"
63314,"32201,30912,33975,28107,36075,30028,35654,30116,30873,28794,35712"
